NOMBRE,Mean_Dist 20-0,Mean_Dist 17-0,Mean_Dist 16-0,Mean_Dist 13-0,Mean_Dist 12-0,Mean_Dist 9-0,Mean_Dist 8-0,Mean_Dist 5-0,Mean_Dist 4-0,Mean_Dist 2-0
Isabel,232.0613912268015,122.78983354862052,277.674564852992,137.4338157937246,296.98682129778825,145.97588182390353,283.99389699940747,146.6891366881614,175.09842233237842,96.96476620606856
